frame.number,frame.time,frame.len,ip.len,tcp.len,udp.length,ip.src,ip.dst,_ws.col.Protocol
"3740","Nov 22, 2024 12:45:06.397610000 CST","49298","49284","49232",,"10.10.1.1","10.10.1.2","TCP"
"3741","Nov 22, 2024 12:45:06.397626000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3742","Nov 22, 2024 12:45:06.397645000 CST","43506","43492","43440",,"10.10.1.1","10.10.1.2","TCP"
"3743","Nov 22, 2024 12:45:06.397662000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3744","Nov 22, 2024 12:45:06.397673000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"3745","Nov 22, 2024 12:45:06.397695000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3746","Nov 22, 2024 12:45:06.397698000 CST","46402","46388","46336",,"10.10.1.1","10.10.1.2","TCP"
"3747","Nov 22, 2024 12:45:06.397714000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3748","Nov 22, 2024 12:45:06.397730000 CST","18890","18876","18824",,"10.10.1.1","10.10.1.2","TCP"
"3749","Nov 22, 2024 12:45:06.397745000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3750","Nov 22, 2024 12:45:06.397750000 CST","43506","43492","43440",,"10.10.1.1","10.10.1.2","TCP"
"3751","Nov 22, 2024 12:45:06.397763000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3752","Nov 22, 2024 12:45:06.397778000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"3753","Nov 22, 2024 12:45:06.397793000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3754","Nov 22, 2024 12:45:06.397794000 CST","30474","30460","30408",,"10.10.1.1","10.10.1.2","TCP"
"3755","Nov 22, 2024 12:45:06.397821000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3756","Nov 22, 2024 12:45:06.397834000 CST","34818","34804","34752",,"10.10.1.1","10.10.1.2","TCP"
"3757","Nov 22, 2024 12:45:06.397854000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3758","Nov 22, 2024 12:45:06.397874000 CST","57986","57972","57920",,"10.10.1.1","10.10.1.2","TCP"
"3759","Nov 22, 2024 12:45:06.397879000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3760","Nov 22, 2024 12:45:06.397907000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"3761","Nov 22, 2024 12:45:06.397907000 CST","23234","23220","23168",,"10.10.1.1","10.10.1.2","TCP"
"3762","Nov 22, 2024 12:45:06.397928000 CST","33370","33356","33304",,"10.10.1.1","10.10.1.2","TCP"
"3763","Nov 22, 2024 12:45:06.397952000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3764","Nov 22, 2024 12:45:06.397960000 CST","31922","31908","31856",,"10.10.1.1","10.10.1.2","TCP"
"3765","Nov 22, 2024 12:45:06.397983000 CST","33370","33356","33304",,"10.10.1.1","10.10.1.2","TCP"
"3766","Nov 22, 2024 12:45:06.397999000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3767","Nov 22, 2024 12:45:06.398011000 CST","31922","31908","31856",,"10.10.1.1","10.10.1.2","TCP"
"3768","Nov 22, 2024 12:45:06.398036000 CST","30474","30460","30408",,"10.10.1.1","10.10.1.2","TCP"
"3769","Nov 22, 2024 12:45:06.398046000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3770","Nov 22, 2024 12:45:06.398067000 CST","34818","34804","34752",,"10.10.1.1","10.10.1.2","TCP"
"3771","Nov 22, 2024 12:45:06.398085000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"3772","Nov 22, 2024 12:45:06.398091000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3773","Nov 22, 2024 12:45:06.398107000 CST","26130","26116","26064",,"10.10.1.1","10.10.1.2","TCP"
"3774","Nov 22, 2024 12:45:06.398125000 CST","12946","12932","12880",,"10.10.1.1","10.10.1.2","TCP"
"3775","Nov 22, 2024 12:45:06.398132000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3776","Nov 22, 2024 12:45:06.398163000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3777","Nov 22, 2024 12:45:06.435392000 CST","114","100","48",,"10.10.1.2","10.10.1.1","TCP"
"3778","Nov 22, 2024 12:45:06.435652000 CST","55090","55076","55024",,"10.10.1.1","10.10.1.2","TCP"
"3779","Nov 22, 2024 12:45:06.435727000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3780","Nov 22, 2024 12:45:06.435742000 CST","10202","10188","10136",,"10.10.1.1","10.10.1.2","TCP"
"3781","Nov 22, 2024 12:45:06.435742000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"3782","Nov 22, 2024 12:45:06.435783000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3783","Nov 22, 2024 12:45:06.435801000 CST","17442","17428","17376",,"10.10.1.1","10.10.1.2","TCP"
"3784","Nov 22, 2024 12:45:06.435831000 CST","47850","47836","47784",,"10.10.1.1","10.10.1.2","TCP"
"3785","Nov 22, 2024 12:45:06.435831000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3786","Nov 22, 2024 12:45:06.435847000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3787","Nov 22, 2024 12:45:06.435866000 CST","44954","44940","44888",,"10.10.1.1","10.10.1.2","TCP"
"3788","Nov 22, 2024 12:45:06.435872000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3789","Nov 22, 2024 12:45:06.435892000 CST","20338","20324","20272",,"10.10.1.1","10.10.1.2","TCP"
"3790","Nov 22, 2024 12:45:06.435908000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3791","Nov 22, 2024 12:45:06.435923000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3792","Nov 22, 2024 12:45:06.435926000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"3793","Nov 22, 2024 12:45:06.435951000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"3794","Nov 22, 2024 12:45:06.435983000 CST","57986","57972","57920",,"10.10.1.1","10.10.1.2","TCP"
"3795","Nov 22, 2024 12:45:06.435983000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3796","Nov 22, 2024 12:45:06.435992000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3797","Nov 22, 2024 12:45:06.436027000 CST","34818","34804","34752",,"10.10.1.1","10.10.1.2","TCP"
"3798","Nov 22, 2024 12:45:06.436051000 CST","30474","30460","30408",,"10.10.1.1","10.10.1.2","TCP"
"3799","Nov 22, 2024 12:45:06.436053000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3800","Nov 22, 2024 12:45:06.436089000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3801","Nov 22, 2024 12:45:06.436107000 CST","62330","62316","62264",,"10.10.1.1","10.10.1.2","TCP"
"3802","Nov 22, 2024 12:45:06.436117000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3803","Nov 22, 2024 12:45:06.436163000 CST","2962","2948","2896",,"10.10.1.1","10.10.1.2","TCP"
"3804","Nov 22, 2024 12:45:06.436163000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"3805","Nov 22, 2024 12:45:06.436182000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3806","Nov 22, 2024 12:45:06.436200000 CST","24682","24668","24616",,"10.10.1.1","10.10.1.2","TCP"
"3807","Nov 22, 2024 12:45:06.436228000 CST","40610","40596","40544",,"10.10.1.1","10.10.1.2","TCP"
"3808","Nov 22, 2024 12:45:06.436235000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3809","Nov 22, 2024 12:45:06.436254000 CST","23234","23220","23168",,"10.10.1.1","10.10.1.2","TCP"
"3810","Nov 22, 2024 12:45:06.436259000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3811","Nov 22, 2024 12:45:06.436265000 CST","2962","2948","2896",,"10.10.1.1","10.10.1.2","TCP"
"3812","Nov 22, 2024 12:45:06.436283000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"3813","Nov 22, 2024 12:45:06.436306000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3814","Nov 22, 2024 12:45:06.436314000 CST","36266","36252","36200",,"10.10.1.1","10.10.1.2","TCP"
"3815","Nov 22, 2024 12:45:06.436340000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3816","Nov 22, 2024 12:45:06.436351000 CST","4410","4396","4344",,"10.10.1.1","10.10.1.2","TCP"
"3817","Nov 22, 2024 12:45:06.436351000 CST","39162","39148","39096",,"10.10.1.1","10.10.1.2","TCP"
"3818","Nov 22, 2024 12:45:06.436368000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3819","Nov 22, 2024 12:45:06.436388000 CST","26130","26116","26064",,"10.10.1.1","10.10.1.2","TCP"
"3820","Nov 22, 2024 12:45:06.436400000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3821","Nov 22, 2024 12:45:06.436418000 CST","52194","52180","52128",,"10.10.1.1","10.10.1.2","TCP"
"3822","Nov 22, 2024 12:45:06.436420000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3823","Nov 22, 2024 12:45:06.436449000 CST","13098","13084","13032",,"10.10.1.1","10.10.1.2","TCP"
"3824","Nov 22, 2024 12:45:06.436477000 CST","56538","56524","56472",,"10.10.1.1","10.10.1.2","TCP"
"3825","Nov 22, 2024 12:45:06.436480000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3826","Nov 22, 2024 12:45:06.436496000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3827","Nov 22, 2024 12:45:06.436526000 CST","8754","8740","8688",,"10.10.1.1","10.10.1.2","TCP"
"3828","Nov 22, 2024 12:45:06.436526000 CST","49298","49284","49232",,"10.10.1.1","10.10.1.2","TCP"
"3829","Nov 22, 2024 12:45:06.436532000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3830","Nov 22, 2024 12:45:06.436564000 CST","15994","15980","15928",,"10.10.1.1","10.10.1.2","TCP"
"3831","Nov 22, 2024 12:45:06.436591000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3832","Nov 22, 2024 12:45:06.436596000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"3833","Nov 22, 2024 12:45:06.436608000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3834","Nov 22, 2024 12:45:06.436625000 CST","11650","11636","11584",,"10.10.1.1","10.10.1.2","TCP"
"3835","Nov 22, 2024 12:45:06.436656000 CST","53642","53628","53576",,"10.10.1.1","10.10.1.2","TCP"
"3836","Nov 22, 2024 12:45:06.436663000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3837","Nov 22, 2024 12:45:06.436679000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3838","Nov 22, 2024 12:45:06.436689000 CST","39162","39148","39096",,"10.10.1.1","10.10.1.2","TCP"
"3839","Nov 22, 2024 12:45:06.436714000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3840","Nov 22, 2024 12:45:06.436716000 CST","26130","26116","26064",,"10.10.1.1","10.10.1.2","TCP"
"3841","Nov 22, 2024 12:45:06.436742000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3842","Nov 22, 2024 12:45:06.436746000 CST","46402","46388","46336",,"10.10.1.1","10.10.1.2","TCP"
"3843","Nov 22, 2024 12:45:06.436764000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3844","Nov 22, 2024 12:45:06.436777000 CST","18890","18876","18824",,"10.10.1.1","10.10.1.2","TCP"
"3845","Nov 22, 2024 12:45:06.436803000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3846","Nov 22, 2024 12:45:06.436818000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"3847","Nov 22, 2024 12:45:06.436822000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3848","Nov 22, 2024 12:45:06.436843000 CST","8754","8740","8688",,"10.10.1.1","10.10.1.2","TCP"
"3849","Nov 22, 2024 12:45:06.436854000 CST","14546","14532","14480",,"10.10.1.1","10.10.1.2","TCP"
"3850","Nov 22, 2024 12:45:06.436869000 CST","37714","37700","37648",,"10.10.1.1","10.10.1.2","TCP"
"3851","Nov 22, 2024 12:45:06.436893000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3852","Nov 22, 2024 12:45:06.436894000 CST","4410","4396","4344",,"10.10.1.1","10.10.1.2","TCP"
"3853","Nov 22, 2024 12:45:06.436894000 CST","26130","26116","26064",,"10.10.1.1","10.10.1.2","TCP"
"3854","Nov 22, 2024 12:45:06.436921000 CST","30474","30460","30408",,"10.10.1.1","10.10.1.2","TCP"
"3855","Nov 22, 2024 12:45:06.436932000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3856","Nov 22, 2024 12:45:06.436942000 CST","8754","8740","8688",,"10.10.1.1","10.10.1.2","TCP"
"3857","Nov 22, 2024 12:45:06.436942000 CST","15994","15980","15928",,"10.10.1.1","10.10.1.2","TCP"
"3858","Nov 22, 2024 12:45:06.436964000 CST","26130","26116","26064",,"10.10.1.1","10.10.1.2","TCP"
"3859","Nov 22, 2024 12:45:06.436974000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3860","Nov 22, 2024 12:45:06.436985000 CST","23234","23220","23168",,"10.10.1.1","10.10.1.2","TCP"
"3861","Nov 22, 2024 12:45:06.437000000 CST","18890","18876","18824",,"10.10.1.1","10.10.1.2","TCP"
"3862","Nov 22, 2024 12:45:06.437009000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3863","Nov 22, 2024 12:45:06.437018000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"3864","Nov 22, 2024 12:45:06.437039000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3865","Nov 22, 2024 12:45:06.437040000 CST","24682","24668","24616",,"10.10.1.1","10.10.1.2","TCP"
"3866","Nov 22, 2024 12:45:06.437053000 CST","15994","15980","15928",,"10.10.1.1","10.10.1.2","TCP"
"3867","Nov 22, 2024 12:45:06.437060000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3868","Nov 22, 2024 12:45:06.437065000 CST","2810","2796","2744",,"10.10.1.1","10.10.1.2","TCP"
"3869","Nov 22, 2024 12:45:06.437088000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3870","Nov 22, 2024 12:45:06.437098000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3871","Nov 22, 2024 12:45:06.492894000 CST","114","100","48",,"10.10.1.1","10.10.1.2","TCP"
"3872","Nov 22, 2024 12:45:06.536385000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3873","Nov 22, 2024 12:45:06.538309000 CST","114","100","48",,"10.10.1.1","10.10.1.2","TCP"
"3874","Nov 22, 2024 12:45:06.538402000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3875","Nov 22, 2024 12:45:06.592292000 CST","114","100","48",,"10.10.1.1","10.10.1.2","TCP"
"3876","Nov 22, 2024 12:45:06.592378000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3877","Nov 22, 2024 12:45:06.640463000 CST","114","100","48",,"10.10.1.1","10.10.1.2","TCP"
"3878","Nov 22, 2024 12:45:06.640555000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3879","Nov 22, 2024 12:45:08.478242000 CST","114","100","48",,"10.10.1.2","10.10.1.1","TCP"
"3880","Nov 22, 2024 12:45:08.478561000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"3881","Nov 22, 2024 12:45:08.478561000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"3882","Nov 22, 2024 12:45:08.478604000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3883","Nov 22, 2024 12:45:08.478618000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3884","Nov 22, 2024 12:45:08.479338000 CST","14546","14532","14480",,"10.10.1.1","10.10.1.2","TCP"
"3885","Nov 22, 2024 12:45:08.479365000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3886","Nov 22, 2024 12:45:08.479392000 CST","14546","14532","14480",,"10.10.1.1","10.10.1.2","TCP"
"3887","Nov 22, 2024 12:45:08.479410000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3888","Nov 22, 2024 12:45:08.479726000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"3889","Nov 22, 2024 12:45:08.479761000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3890","Nov 22, 2024 12:45:08.479795000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"3891","Nov 22, 2024 12:45:08.479795000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"3892","Nov 22, 2024 12:45:08.479826000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3893","Nov 22, 2024 12:45:08.479837000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3894","Nov 22, 2024 12:45:08.479905000 CST","43506","43492","43440",,"10.10.1.1","10.10.1.2","TCP"
"3895","Nov 22, 2024 12:45:08.479949000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3896","Nov 22, 2024 12:45:08.479971000 CST","14546","14532","14480",,"10.10.1.1","10.10.1.2","TCP"
"3897","Nov 22, 2024 12:45:08.479990000 CST","14546","14532","14480",,"10.10.1.1","10.10.1.2","TCP"
"3898","Nov 22, 2024 12:45:08.480020000 CST","20338","20324","20272",,"10.10.1.1","10.10.1.2","TCP"
"3899","Nov 22, 2024 12:45:08.480024000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3900","Nov 22, 2024 12:45:08.480039000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3901","Nov 22, 2024 12:45:08.480046000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3902","Nov 22, 2024 12:45:08.480050000 CST","15994","15980","15928",,"10.10.1.1","10.10.1.2","TCP"
"3903","Nov 22, 2024 12:45:08.480098000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3904","Nov 22, 2024 12:45:08.480122000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"3905","Nov 22, 2024 12:45:08.480122000 CST","57986","57972","57920",,"10.10.1.1","10.10.1.2","TCP"
"3906","Nov 22, 2024 12:45:08.480173000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3907","Nov 22, 2024 12:45:08.480185000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3908","Nov 22, 2024 12:45:08.480200000 CST","11650","11636","11584",,"10.10.1.1","10.10.1.2","TCP"
"3909","Nov 22, 2024 12:45:08.480232000 CST","17442","17428","17376",,"10.10.1.1","10.10.1.2","TCP"
"3910","Nov 22, 2024 12:45:08.480255000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3911","Nov 22, 2024 12:45:08.480262000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"3912","Nov 22, 2024 12:45:08.480264000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3913","Nov 22, 2024 12:45:08.480298000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"3914","Nov 22, 2024 12:45:08.480300000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3915","Nov 22, 2024 12:45:08.480298000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"3916","Nov 22, 2024 12:45:08.480342000 CST","17442","17428","17376",,"10.10.1.1","10.10.1.2","TCP"
"3917","Nov 22, 2024 12:45:08.480352000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3918","Nov 22, 2024 12:45:08.480405000 CST","23234","23220","23168",,"10.10.1.1","10.10.1.2","TCP"
"3919","Nov 22, 2024 12:45:08.480407000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3920","Nov 22, 2024 12:45:08.480457000 CST","2962","2948","2896",,"10.10.1.1","10.10.1.2","TCP"
"3921","Nov 22, 2024 12:45:08.480457000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"3922","Nov 22, 2024 12:45:08.480464000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3923","Nov 22, 2024 12:45:08.480493000 CST","14546","14532","14480",,"10.10.1.1","10.10.1.2","TCP"
"3924","Nov 22, 2024 12:45:08.480516000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"3925","Nov 22, 2024 12:45:08.480526000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3926","Nov 22, 2024 12:45:08.480530000 CST","1514","1500","1448",,"10.10.1.1","10.10.1.2","TCP"
"3927","Nov 22, 2024 12:45:08.480573000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3928","Nov 22, 2024 12:45:08.480606000 CST","63778","63764","63712",,"10.10.1.1","10.10.1.2","TCP"
"3929","Nov 22, 2024 12:45:08.480668000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"3930","Nov 22, 2024 12:45:08.480715000 CST","39162","39148","39096",,"10.10.1.1","10.10.1.2","TCP"
"3931","Nov 22, 2024 12:45:08.480720000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3932","Nov 22, 2024 12:45:08.480760000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3933","Nov 22, 2024 12:45:08.480768000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"3934","Nov 22, 2024 12:45:08.480776000 CST","53642","53628","53576",,"10.10.1.1","10.10.1.2","TCP"
"3935","Nov 22, 2024 12:45:08.480819000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"3936","Nov 22, 2024 12:45:08.480848000 CST","23234","23220","23168",,"10.10.1.1","10.10.1.2","TCP"
"3937","Nov 22, 2024 12:45:08.480870000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"3938","Nov 22, 2024 12:45:08.480883000 CST","13098","13084","13032",,"10.10.1.1","10.10.1.2","TCP"
"3939","Nov 22, 2024 12:45:08.480908000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"3940","Nov 22, 2024 12:45:08.480914000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"3941","Nov 22, 2024 12:45:08.480943000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"3942","Nov 22, 2024 12:45:08.480970000 CST","34818","34804","34752",,"10.10.1.1","10.10.1.2","TCP"
"3943","Nov 22, 2024 12:45:08.481000000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"3944","Nov 22, 2024 12:45:08.481015000 CST","11650","11636","11584",,"10.10.1.1","10.10.1.2","TCP"
"3945","Nov 22, 2024 12:45:08.481044000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"3946","Nov 22, 2024 12:45:08.481063000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"3947","Nov 22, 2024 12:45:08.481109000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"3948","Nov 22, 2024 12:45:08.481122000 CST","15994","15980","15928",,"10.10.1.1","10.10.1.2","TCP"
"3949","Nov 22, 2024 12:45:08.481148000 CST","8754","8740","8688",,"10.10.1.1","10.10.1.2","TCP"
"3950","Nov 22, 2024 12:45:08.481148000 CST","14546","14532","14480",,"10.10.1.1","10.10.1.2","TCP"
"3951","Nov 22, 2024 12:45:08.481172000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"3952","Nov 22, 2024 12:45:08.481181000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"3953","Nov 22, 2024 12:45:08.481194000 CST","14546","14532","14480",,"10.10.1.1","10.10.1.2","TCP"
"3954","Nov 22, 2024 12:45:08.481212000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"3955","Nov 22, 2024 12:45:08.481224000 CST","36266","36252","36200",,"10.10.1.1","10.10.1.2","TCP"
"3956","Nov 22, 2024 12:45:08.481255000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"3957","Nov 22, 2024 12:45:08.481272000 CST","18890","18876","18824",,"10.10.1.1","10.10.1.2","TCP"
"3958","Nov 22, 2024 12:45:08.481302000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"3959","Nov 22, 2024 12:45:08.481323000 CST","49298","49284","49232",,"10.10.1.1","10.10.1.2","TCP"
"3960","Nov 22, 2024 12:45:08.481360000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"3961","Nov 22, 2024 12:45:08.481388000 CST","43506","43492","43440",,"10.10.1.1","10.10.1.2","TCP"
"3962","Nov 22, 2024 12:45:08.481418000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"3963","Nov 22, 2024 12:45:08.481449000 CST","46402","46388","46336",,"10.10.1.1","10.10.1.2","TCP"
"3964","Nov 22, 2024 12:45:08.481483000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"3965","Nov 22, 2024 12:45:08.481501000 CST","26130","26116","26064",,"10.10.1.1","10.10.1.2","TCP"
"3966","Nov 22, 2024 12:45:08.481541000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3967","Nov 22, 2024 12:45:08.481550000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"3968","Nov 22, 2024 12:45:08.481582000 CST","23234","23220","23168",,"10.10.1.1","10.10.1.2","TCP"
"3969","Nov 22, 2024 12:45:08.481604000 CST","13098","13084","13032",,"10.10.1.1","10.10.1.2","TCP"
"3970","Nov 22, 2024 12:45:08.481625000 CST","2962","2948","2896",,"10.10.1.1","10.10.1.2","TCP"
"3971","Nov 22, 2024 12:45:08.481625000 CST","18890","18876","18824",,"10.10.1.1","10.10.1.2","TCP"
"3972","Nov 22, 2024 12:45:08.481651000 CST","13098","13084","13032",,"10.10.1.1","10.10.1.2","TCP"
"3973","Nov 22, 2024 12:45:08.481678000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"3974","Nov 22, 2024 12:45:08.481708000 CST","24682","24668","24616",,"10.10.1.1","10.10.1.2","TCP"
"3975","Nov 22, 2024 12:45:08.481733000 CST","14546","14532","14480",,"10.10.1.1","10.10.1.2","TCP"
"3976","Nov 22, 2024 12:45:08.481759000 CST","23234","23220","23168",,"10.10.1.1","10.10.1.2","TCP"
"3977","Nov 22, 2024 12:45:08.481781000 CST","8754","8740","8688",,"10.10.1.1","10.10.1.2","TCP"
"3978","Nov 22, 2024 12:45:08.481796000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"3979","Nov 22, 2024 12:45:08.481801000 CST","15994","15980","15928",,"10.10.1.1","10.10.1.2","TCP"
"3980","Nov 22, 2024 12:45:08.481804000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
