frame.number,frame.time,frame.len,ip.len,tcp.len,udp.length,ip.src,ip.dst,_ws.col.Protocol
"555","Nov 22, 2024 12:44:49.081976000 CST","23234","23220","23168",,"10.10.1.1","10.10.1.2","TCP"
"556","Nov 22, 2024 12:44:49.081980000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"557","Nov 22, 2024 12:44:49.081988000 CST","15994","15980","15928",,"10.10.1.1","10.10.1.2","TCP"
"558","Nov 22, 2024 12:44:49.081998000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"559","Nov 22, 2024 12:44:49.082007000 CST","20338","20324","20272",,"10.10.1.1","10.10.1.2","TCP"
"560","Nov 22, 2024 12:44:49.082010000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"561","Nov 22, 2024 12:44:49.082030000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"562","Nov 22, 2024 12:44:49.082031000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"563","Nov 22, 2024 12:44:49.082050000 CST","23234","23220","23168",,"10.10.1.1","10.10.1.2","TCP"
"564","Nov 22, 2024 12:44:49.082061000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"565","Nov 22, 2024 12:44:49.082071000 CST","24682","24668","24616",,"10.10.1.1","10.10.1.2","TCP"
"566","Nov 22, 2024 12:44:49.082077000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"567","Nov 22, 2024 12:44:49.082094000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"568","Nov 22, 2024 12:44:49.082096000 CST","17442","17428","17376",,"10.10.1.1","10.10.1.2","TCP"
"569","Nov 22, 2024 12:44:49.082116000 CST","34818","34804","34752",,"10.10.1.1","10.10.1.2","TCP"
"570","Nov 22, 2024 12:44:49.082119000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"571","Nov 22, 2024 12:44:49.082148000 CST","30474","30460","30408",,"10.10.1.1","10.10.1.2","TCP"
"572","Nov 22, 2024 12:44:49.082164000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"573","Nov 22, 2024 12:44:49.082170000 CST","33370","33356","33304",,"10.10.1.1","10.10.1.2","TCP"
"574","Nov 22, 2024 12:44:49.082185000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"575","Nov 22, 2024 12:44:49.082194000 CST","27578","27564","27512",,"10.10.1.1","10.10.1.2","TCP"
"576","Nov 22, 2024 12:44:49.082207000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"577","Nov 22, 2024 12:44:49.082224000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"578","Nov 22, 2024 12:44:49.082234000 CST","4410","4396","4344",,"10.10.1.1","10.10.1.2","TCP"
"579","Nov 22, 2024 12:44:49.082234000 CST","43506","43492","43440",,"10.10.1.1","10.10.1.2","TCP"
"580","Nov 22, 2024 12:44:49.082267000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"581","Nov 22, 2024 12:44:49.082287000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"582","Nov 22, 2024 12:44:49.082300000 CST","55090","55076","55024",,"10.10.1.1","10.10.1.2","TCP"
"583","Nov 22, 2024 12:44:49.082301000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"584","Nov 22, 2024 12:44:49.082336000 CST","10202","10188","10136",,"10.10.1.1","10.10.1.2","TCP"
"585","Nov 22, 2024 12:44:49.082336000 CST","33370","33356","33304",,"10.10.1.1","10.10.1.2","TCP"
"586","Nov 22, 2024 12:44:49.082346000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"587","Nov 22, 2024 12:44:49.082377000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"588","Nov 22, 2024 12:44:49.082383000 CST","1514","1500","1448",,"10.10.1.1","10.10.1.2","TCP"
"589","Nov 22, 2024 12:44:49.082383000 CST","52194","52180","52128",,"10.10.1.1","10.10.1.2","TCP"
"590","Nov 22, 2024 12:44:49.082412000 CST","13098","13084","13032",,"10.10.1.1","10.10.1.2","TCP"
"591","Nov 22, 2024 12:44:49.082428000 CST","40610","40596","40544",,"10.10.1.1","10.10.1.2","TCP"
"592","Nov 22, 2024 12:44:49.082430000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"593","Nov 22, 2024 12:44:49.082441000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"594","Nov 22, 2024 12:44:49.082456000 CST","24682","24668","24616",,"10.10.1.1","10.10.1.2","TCP"
"595","Nov 22, 2024 12:44:49.082462000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"596","Nov 22, 2024 12:44:49.082471000 CST","26130","26116","26064",,"10.10.1.1","10.10.1.2","TCP"
"597","Nov 22, 2024 12:44:49.082477000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"598","Nov 22, 2024 12:44:49.082495000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"599","Nov 22, 2024 12:44:49.082503000 CST","37714","37700","37648",,"10.10.1.1","10.10.1.2","TCP"
"600","Nov 22, 2024 12:44:49.082539000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"601","Nov 22, 2024 12:44:49.082554000 CST","1514","1500","1448",,"10.10.1.1","10.10.1.2","TCP"
"602","Nov 22, 2024 12:44:49.082554000 CST","57986","57972","57920",,"10.10.1.1","10.10.1.2","TCP"
"603","Nov 22, 2024 12:44:49.082598000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"604","Nov 22, 2024 12:44:49.082598000 CST","44954","44940","44888",,"10.10.1.1","10.10.1.2","TCP"
"605","Nov 22, 2024 12:44:49.082607000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"606","Nov 22, 2024 12:44:49.082642000 CST","20338","20324","20272",,"10.10.1.1","10.10.1.2","TCP"
"607","Nov 22, 2024 12:44:49.082645000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"608","Nov 22, 2024 12:44:49.082662000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"609","Nov 22, 2024 12:44:49.082667000 CST","60882","60868","60816",,"10.10.1.1","10.10.1.2","TCP"
"610","Nov 22, 2024 12:44:49.082704000 CST","4410","4396","4344",,"10.10.1.1","10.10.1.2","TCP"
"611","Nov 22, 2024 12:44:49.082704000 CST","37714","37700","37648",,"10.10.1.1","10.10.1.2","TCP"
"612","Nov 22, 2024 12:44:49.082718000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"613","Nov 22, 2024 12:44:49.082742000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"614","Nov 22, 2024 12:44:49.082750000 CST","27578","27564","27512",,"10.10.1.1","10.10.1.2","TCP"
"615","Nov 22, 2024 12:44:49.082780000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"616","Nov 22, 2024 12:44:49.082782000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"617","Nov 22, 2024 12:44:49.082817000 CST","40610","40596","40544",,"10.10.1.1","10.10.1.2","TCP"
"618","Nov 22, 2024 12:44:49.082867000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"619","Nov 22, 2024 12:44:49.082873000 CST","24682","24668","24616",,"10.10.1.1","10.10.1.2","TCP"
"620","Nov 22, 2024 12:44:49.082890000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"621","Nov 22, 2024 12:44:49.082891000 CST","33370","33356","33304",,"10.10.1.1","10.10.1.2","TCP"
"622","Nov 22, 2024 12:44:49.082904000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"623","Nov 22, 2024 12:44:49.082909000 CST","34818","34804","34752",,"10.10.1.1","10.10.1.2","TCP"
"624","Nov 22, 2024 12:44:49.082922000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"625","Nov 22, 2024 12:44:49.082929000 CST","30474","30460","30408",,"10.10.1.1","10.10.1.2","TCP"
"626","Nov 22, 2024 12:44:49.082940000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"627","Nov 22, 2024 12:44:49.082948000 CST","31922","31908","31856",,"10.10.1.1","10.10.1.2","TCP"
"628","Nov 22, 2024 12:44:49.082955000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"629","Nov 22, 2024 12:44:49.082975000 CST","31922","31908","31856",,"10.10.1.1","10.10.1.2","TCP"
"630","Nov 22, 2024 12:44:49.082980000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"631","Nov 22, 2024 12:44:49.083002000 CST","1514","1500","1448",,"10.10.1.1","10.10.1.2","TCP"
"632","Nov 22, 2024 12:44:49.083002000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"633","Nov 22, 2024 12:44:49.083007000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"634","Nov 22, 2024 12:44:49.083024000 CST","10050","10036","9984",,"10.10.1.1","10.10.1.2","TCP"
"635","Nov 22, 2024 12:44:49.083033000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"636","Nov 22, 2024 12:44:49.083042000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"637","Nov 22, 2024 12:44:49.143808000 CST","114","100","48",,"10.10.1.1","10.10.1.2","TCP"
"638","Nov 22, 2024 12:44:49.184379000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"639","Nov 22, 2024 12:44:49.190971000 CST","114","100","48",,"10.10.1.1","10.10.1.2","TCP"
"640","Nov 22, 2024 12:44:49.191061000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"641","Nov 22, 2024 12:44:49.241547000 CST","114","100","48",,"10.10.1.1","10.10.1.2","TCP"
"642","Nov 22, 2024 12:44:49.241643000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"643","Nov 22, 2024 12:44:49.290121000 CST","114","100","48",,"10.10.1.1","10.10.1.2","TCP"
"644","Nov 22, 2024 12:44:49.290210000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"645","Nov 22, 2024 12:44:51.123898000 CST","114","100","48",,"10.10.1.2","10.10.1.1","TCP"
"646","Nov 22, 2024 12:44:51.124235000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"647","Nov 22, 2024 12:44:51.124235000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"648","Nov 22, 2024 12:44:51.124270000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"649","Nov 22, 2024 12:44:51.124278000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"650","Nov 22, 2024 12:44:51.124916000 CST","14546","14532","14480",,"10.10.1.1","10.10.1.2","TCP"
"651","Nov 22, 2024 12:44:51.124941000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"652","Nov 22, 2024 12:44:51.124965000 CST","14546","14532","14480",,"10.10.1.1","10.10.1.2","TCP"
"653","Nov 22, 2024 12:44:51.124981000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"654","Nov 22, 2024 12:44:51.125321000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"655","Nov 22, 2024 12:44:51.125355000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"656","Nov 22, 2024 12:44:51.125395000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"657","Nov 22, 2024 12:44:51.125395000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"658","Nov 22, 2024 12:44:51.125443000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"659","Nov 22, 2024 12:44:51.125453000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"660","Nov 22, 2024 12:44:51.125494000 CST","43506","43492","43440",,"10.10.1.1","10.10.1.2","TCP"
"661","Nov 22, 2024 12:44:51.125540000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"662","Nov 22, 2024 12:44:51.125558000 CST","14546","14532","14480",,"10.10.1.1","10.10.1.2","TCP"
"663","Nov 22, 2024 12:44:51.125579000 CST","14546","14532","14480",,"10.10.1.1","10.10.1.2","TCP"
"664","Nov 22, 2024 12:44:51.125596000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"665","Nov 22, 2024 12:44:51.125603000 CST","20338","20324","20272",,"10.10.1.1","10.10.1.2","TCP"
"666","Nov 22, 2024 12:44:51.125607000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"667","Nov 22, 2024 12:44:51.125628000 CST","15994","15980","15928",,"10.10.1.1","10.10.1.2","TCP"
"668","Nov 22, 2024 12:44:51.125638000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"669","Nov 22, 2024 12:44:51.125643000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"670","Nov 22, 2024 12:44:51.125651000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"671","Nov 22, 2024 12:44:51.125666000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"672","Nov 22, 2024 12:44:51.125666000 CST","36266","36252","36200",,"10.10.1.1","10.10.1.2","TCP"
"673","Nov 22, 2024 12:44:51.125679000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"674","Nov 22, 2024 12:44:51.125694000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"675","Nov 22, 2024 12:44:51.125706000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"676","Nov 22, 2024 12:44:51.125726000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"677","Nov 22, 2024 12:44:51.125749000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"678","Nov 22, 2024 12:44:51.125758000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"679","Nov 22, 2024 12:44:51.125788000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"680","Nov 22, 2024 12:44:51.125788000 CST","5858","5844","5792",,"10.10.1.1","10.10.1.2","TCP"
"681","Nov 22, 2024 12:44:51.125822000 CST","15994","15980","15928",,"10.10.1.1","10.10.1.2","TCP"
"682","Nov 22, 2024 12:44:51.125831000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"683","Nov 22, 2024 12:44:51.125857000 CST","40610","40596","40544",,"10.10.1.1","10.10.1.2","TCP"
"684","Nov 22, 2024 12:44:51.125903000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"685","Nov 22, 2024 12:44:51.125904000 CST","2962","2948","2896",,"10.10.1.1","10.10.1.2","TCP"
"686","Nov 22, 2024 12:44:51.125904000 CST","29026","29012","28960",,"10.10.1.1","10.10.1.2","TCP"
"687","Nov 22, 2024 12:44:51.125935000 CST","4410","4396","4344",,"10.10.1.1","10.10.1.2","TCP"
"688","Nov 22, 2024 12:44:51.125948000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"689","Nov 22, 2024 12:44:51.125954000 CST","2962","2948","2896",,"10.10.1.1","10.10.1.2","TCP"
"690","Nov 22, 2024 12:44:51.125954000 CST","8754","8740","8688",,"10.10.1.1","10.10.1.2","TCP"
"691","Nov 22, 2024 12:44:51.125958000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"692","Nov 22, 2024 12:44:51.125991000 CST","4410","4396","4344",,"10.10.1.1","10.10.1.2","TCP"
"693","Nov 22, 2024 12:44:51.125991000 CST","20338","20324","20272",,"10.10.1.1","10.10.1.2","TCP"
"694","Nov 22, 2024 12:44:51.125996000 CST","78","64","0",,"10.10.1.2","10.10.1.1","TCP"
"695","Nov 22, 2024 12:44:51.126003000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"696","Nov 22, 2024 12:44:51.126020000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"697","Nov 22, 2024 12:44:51.126026000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"698","Nov 22, 2024 12:44:51.126033000 CST","2962","2948","2896",,"10.10.1.1","10.10.1.2","TCP"
"699","Nov 22, 2024 12:44:51.126033000 CST","23234","23220","23168",,"10.10.1.1","10.10.1.2","TCP"
"700","Nov 22, 2024 12:44:51.126062000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"701","Nov 22, 2024 12:44:51.126078000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"702","Nov 22, 2024 12:44:51.126093000 CST","20338","20324","20272",,"10.10.1.1","10.10.1.2","TCP"
"703","Nov 22, 2024 12:44:51.126112000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"704","Nov 22, 2024 12:44:51.126123000 CST","4410","4396","4344",,"10.10.1.1","10.10.1.2","TCP"
"705","Nov 22, 2024 12:44:51.126123000 CST","5858","5844","5792",,"10.10.1.1","10.10.1.2","TCP"
"706","Nov 22, 2024 12:44:51.126138000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"707","Nov 22, 2024 12:44:51.126149000 CST","11650","11636","11584",,"10.10.1.1","10.10.1.2","TCP"
"708","Nov 22, 2024 12:44:51.126161000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"709","Nov 22, 2024 12:44:51.126182000 CST","23234","23220","23168",,"10.10.1.1","10.10.1.2","TCP"
"710","Nov 22, 2024 12:44:51.126202000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"711","Nov 22, 2024 12:44:51.126230000 CST","31922","31908","31856",,"10.10.1.1","10.10.1.2","TCP"
"712","Nov 22, 2024 12:44:51.126255000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"713","Nov 22, 2024 12:44:51.126277000 CST","10202","10188","10136",,"10.10.1.1","10.10.1.2","TCP"
"714","Nov 22, 2024 12:44:51.126277000 CST","15994","15980","15928",,"10.10.1.1","10.10.1.2","TCP"
"715","Nov 22, 2024 12:44:51.126311000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"716","Nov 22, 2024 12:44:51.126348000 CST","42058","42044","41992",,"10.10.1.1","10.10.1.2","TCP"
"717","Nov 22, 2024 12:44:51.126379000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"718","Nov 22, 2024 12:44:51.126424000 CST","7306","7292","7240",,"10.10.1.1","10.10.1.2","TCP"
"719","Nov 22, 2024 12:44:51.126425000 CST","43506","43492","43440",,"10.10.1.1","10.10.1.2","TCP"
"720","Nov 22, 2024 12:44:51.126463000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"721","Nov 22, 2024 12:44:51.126472000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"722","Nov 22, 2024 12:44:51.126494000 CST","21786","21772","21720",,"10.10.1.1","10.10.1.2","TCP"
"723","Nov 22, 2024 12:44:51.126533000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"724","Nov 22, 2024 12:44:51.126551000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"725","Nov 22, 2024 12:44:51.126595000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"726","Nov 22, 2024 12:44:51.126606000 CST","5858","5844","5792",,"10.10.1.1","10.10.1.2","TCP"
"727","Nov 22, 2024 12:44:51.126653000 CST","59434","59420","59368",,"10.10.1.1","10.10.1.2","TCP"
"728","Nov 22, 2024 12:44:51.126672000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"729","Nov 22, 2024 12:44:51.126714000 CST","33370","33356","33304",,"10.10.1.1","10.10.1.2","TCP"
"730","Nov 22, 2024 12:44:51.126750000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"731","Nov 22, 2024 12:44:51.126762000 CST","31922","31908","31856",,"10.10.1.1","10.10.1.2","TCP"
"732","Nov 22, 2024 12:44:51.126789000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"733","Nov 22, 2024 12:44:51.126823000 CST","60882","60868","60816",,"10.10.1.1","10.10.1.2","TCP"
"734","Nov 22, 2024 12:44:51.126825000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"735","Nov 22, 2024 12:44:51.126908000 CST","4410","4396","4344",,"10.10.1.1","10.10.1.2","TCP"
"736","Nov 22, 2024 12:44:51.126908000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"737","Nov 22, 2024 12:44:51.126934000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"738","Nov 22, 2024 12:44:51.126973000 CST","23234","23220","23168",,"10.10.1.1","10.10.1.2","TCP"
"739","Nov 22, 2024 12:44:51.127015000 CST","42058","42044","41992",,"10.10.1.1","10.10.1.2","TCP"
"740","Nov 22, 2024 12:44:51.127030000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"741","Nov 22, 2024 12:44:51.127063000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"742","Nov 22, 2024 12:44:51.127071000 CST","50746","50732","50680",,"10.10.1.1","10.10.1.2","TCP"
"743","Nov 22, 2024 12:44:51.127108000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"744","Nov 22, 2024 12:44:51.127135000 CST","14546","14532","14480",,"10.10.1.1","10.10.1.2","TCP"
"745","Nov 22, 2024 12:44:51.127159000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"746","Nov 22, 2024 12:44:51.127181000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"747","Nov 22, 2024 12:44:51.127183000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"748","Nov 22, 2024 12:44:51.127234000 CST","13098","13084","13032",,"10.10.1.1","10.10.1.2","TCP"
"749","Nov 22, 2024 12:44:51.127278000 CST","52194","52180","52128",,"10.10.1.1","10.10.1.2","TCP"
"750","Nov 22, 2024 12:44:51.127294000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"751","Nov 22, 2024 12:44:51.127317000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"752","Nov 22, 2024 12:44:51.127337000 CST","40610","40596","40544",,"10.10.1.1","10.10.1.2","TCP"
"753","Nov 22, 2024 12:44:51.127372000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"754","Nov 22, 2024 12:44:51.127386000 CST","24682","24668","24616",,"10.10.1.1","10.10.1.2","TCP"
"755","Nov 22, 2024 12:44:51.127416000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"756","Nov 22, 2024 12:44:51.127446000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"757","Nov 22, 2024 12:44:51.127458000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"758","Nov 22, 2024 12:44:51.127494000 CST","2962","2948","2896",,"10.10.1.1","10.10.1.2","TCP"
"759","Nov 22, 2024 12:44:51.127552000 CST","62330","62316","62264",,"10.10.1.1","10.10.1.2","TCP"
"760","Nov 22, 2024 12:44:51.127569000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"761","Nov 22, 2024 12:44:51.127605000 CST","30474","30460","30408",,"10.10.1.1","10.10.1.2","TCP"
"762","Nov 22, 2024 12:44:51.127651000 CST","34818","34804","34752",,"10.10.1.1","10.10.1.2","TCP"
"763","Nov 22, 2024 12:44:51.127653000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"764","Nov 22, 2024 12:44:51.127691000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"765","Nov 22, 2024 12:44:51.127691000 CST","27426","27412","27360",,"10.10.1.1","10.10.1.2","TCP"
"766","Nov 22, 2024 12:44:51.127728000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"767","Nov 22, 2024 12:44:51.127759000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"768","Nov 22, 2024 12:44:51.170390000 CST","114","100","48",,"10.10.1.2","10.10.1.1","TCP"
"769","Nov 22, 2024 12:44:51.170647000 CST","42058","42044","41992",,"10.10.1.1","10.10.1.2","TCP"
"770","Nov 22, 2024 12:44:51.170710000 CST","23234","23220","23168",,"10.10.1.1","10.10.1.2","TCP"
"771","Nov 22, 2024 12:44:51.170716000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"772","Nov 22, 2024 12:44:51.170741000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"773","Nov 22, 2024 12:44:51.170765000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"774","Nov 22, 2024 12:44:51.170766000 CST","4410","4396","4344",,"10.10.1.1","10.10.1.2","TCP"
"775","Nov 22, 2024 12:44:51.170793000 CST","60882","60868","60816",,"10.10.1.1","10.10.1.2","TCP"
"776","Nov 22, 2024 12:44:51.170807000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"777","Nov 22, 2024 12:44:51.170827000 CST","31922","31908","31856",,"10.10.1.1","10.10.1.2","TCP"
"778","Nov 22, 2024 12:44:51.170855000 CST","33370","33356","33304",,"10.10.1.1","10.10.1.2","TCP"
"779","Nov 22, 2024 12:44:51.170855000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"780","Nov 22, 2024 12:44:51.170877000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"781","Nov 22, 2024 12:44:51.170885000 CST","59434","59420","59368",,"10.10.1.1","10.10.1.2","TCP"
"782","Nov 22, 2024 12:44:51.170896000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"783","Nov 22, 2024 12:44:51.170928000 CST","5858","5844","5792",,"10.10.1.1","10.10.1.2","TCP"
"784","Nov 22, 2024 12:44:51.170928000 CST","47850","47836","47784",,"10.10.1.1","10.10.1.2","TCP"
"785","Nov 22, 2024 12:44:51.170946000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"786","Nov 22, 2024 12:44:51.170973000 CST","17442","17428","17376",,"10.10.1.1","10.10.1.2","TCP"
"787","Nov 22, 2024 12:44:51.170990000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"788","Nov 22, 2024 12:44:51.171004000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"789","Nov 22, 2024 12:44:51.171018000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"790","Nov 22, 2024 12:44:51.171048000 CST","10202","10188","10136",,"10.10.1.1","10.10.1.2","TCP"
"791","Nov 22, 2024 12:44:51.171087000 CST","55090","55076","55024",,"10.10.1.1","10.10.1.2","TCP"
"792","Nov 22, 2024 12:44:51.171096000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"793","Nov 22, 2024 12:44:51.171107000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"794","Nov 22, 2024 12:44:51.171130000 CST","37714","37700","37648",,"10.10.1.1","10.10.1.2","TCP"
"795","Nov 22, 2024 12:44:51.171158000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"796","Nov 22, 2024 12:44:51.171160000 CST","27578","27564","27512",,"10.10.1.1","10.10.1.2","TCP"
"797","Nov 22, 2024 12:44:51.171185000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"798","Nov 22, 2024 12:44:51.171194000 CST","65226","65212","65160",,"10.10.1.1","10.10.1.2","TCP"
"799","Nov 22, 2024 12:44:51.171205000 CST","66","52","0",,"10.10.1.2","10.10.1.1","TCP"
"800","Nov 22, 2024 12:44:51.171231000 CST","18890","18876","18824",,"10.10.1.1","10.10.1.2","TCP"
