frame.time_epoch,frame.len
1732301093.297473000,21786
1732301093.297489000,66
1732301093.297517000,66
1732301093.297531000,65226
1732301093.297586000,5858
1732301093.297612000,21634
1732301093.297648000,66
1732301093.297683000,66
1732301093.340804000,114
1732301093.341056000,33370
1732301093.341120000,66
1732301093.341120000,31922
1732301093.341159000,60882
1732301093.341169000,66
1732301093.341208000,4410
1732301093.341208000,65226
1732301093.341224000,66
1732301093.341249000,23234
1732301093.341274000,42058
1732301093.341281000,66
1732301093.341300000,66
1732301093.341316000,50746
1732301093.341328000,66
1732301093.341343000,14546
1732301093.341367000,65226
1732301093.341373000,66
1732301093.341385000,66
1732301093.341399000,13098
1732301093.341428000,52194
1732301093.341443000,66
1732301093.341455000,66
1732301093.341468000,40610
1732301093.341482000,66
1732301093.341494000,24682
1732301093.341518000,66
1732301093.341526000,65226
1732301093.341535000,66
1732301093.341552000,2962
1732301093.341573000,52194
1732301093.341592000,66
1732301093.341610000,10202
1732301093.341610000,24682
1732301093.341622000,66
1732301093.341633000,66
1732301093.341649000,66
1732301093.341711000,42058
1732301093.341741000,23234
1732301093.341757000,66
1732301093.341760000,37714
1732301093.341773000,66
1732301093.341793000,27578
1732301093.341796000,66
1732301093.341841000,65226
1732301093.341842000,66
1732301093.341879000,46402
1732301093.341904000,66
1732301093.341911000,18890
1732301093.341929000,39162
1732301093.341931000,66
1732301093.341944000,66
1732301093.341959000,26130
1732301093.341967000,66
1732301093.341983000,37714
1732301093.341985000,66
1732301093.342016000,27578
1732301093.342029000,66
1732301093.342037000,36266
1732301093.342048000,66
1732301093.342069000,29026
1732301093.342070000,66
1732301093.342089000,31922
1732301093.342102000,66
1732301093.342116000,31922
1732301093.342124000,66
1732301093.342147000,1514
1732301093.342147000,34818
1732301093.342154000,66
1732301093.342212000,30474
1732301093.342218000,66
1732301093.342242000,62330
1732301093.342247000,66
1732301093.342279000,2962
1732301093.342279000,24682
1732301093.342301000,66
1732301093.342311000,65226
1732301093.342320000,66
1732301093.342349000,52194
1732301093.342372000,66
1732301093.342378000,13098
1732301093.342396000,42058
1732301093.342402000,66
1732301093.342412000,66
1732301093.342428000,23234
1732301093.342436000,66
1732301093.342447000,36266
1732301093.342451000,66
1732301093.342475000,21634
1732301093.342487000,66
1732301093.342502000,66
1732301093.381081000,114
1732301093.381331000,27578
1732301093.381386000,37714
1732301093.381386000,66
1732301093.381418000,55090
1732301093.381432000,66
1732301093.381460000,10202
1732301093.381460000,50746
1732301093.381468000,66
1732301093.381504000,14546
1732301093.381526000,62330
1732301093.381532000,66
1732301093.381545000,66
1732301093.381565000,2962
1732301093.381565000,43506
1732301093.381577000,66
1732301093.381596000,21786
1732301093.381611000,66
1732301093.381614000,34818
1732301093.381624000,66
1732301093.381640000,30474
1732301093.381644000,66
1732301093.381659000,21786
1732301093.381675000,66
1732301093.381682000,29026
1732301093.381689000,66
1732301093.381703000,14546
1732301093.381725000,26130
1732301093.381725000,66
1732301093.381748000,66
1732301093.381760000,39162
1732301093.381762000,66
1732301093.381788000,43506
1732301093.381799000,66
1732301093.381816000,21786
1732301093.381825000,66
1732301093.381830000,29026
1732301093.381840000,66
1732301093.381855000,27578
1732301093.381857000,66
1732301093.381898000,8754
1732301093.381898000,24682
1732301093.381902000,66
1732301093.381932000,66
1732301093.382019000,5858
1732301093.382033000,66
1732301093.382063000,52194
1732301093.382104000,7306
1732301093.382104000,40610
1732301093.382111000,66
1732301093.382136000,24682
1732301093.382155000,66
1732301093.382155000,36266
1732301093.382172000,66
1732301093.382187000,29026
1732301093.382194000,66
1732301093.382211000,36266
1732301093.382221000,66
1732301093.382240000,29026
1732301093.382245000,66
1732301093.382262000,30474
1732301093.382273000,66
1732301093.382287000,29026
1732301093.382292000,66
1732301093.382318000,66
1732301093.382341000,5858
1732301093.382341000,57986
1732301093.382382000,7306
1732301093.382382000,42058
1732301093.382399000,66
1732301093.382424000,23234
1732301093.382427000,66
1732301093.382450000,66
1732301093.382454000,60882
1732301093.382525000,4410
1732301093.382525000,65226
1732301093.382536000,66
1732301093.382556000,23234
1732301093.382576000,42058
1732301093.382585000,66
1732301093.382600000,24682
1732301093.382601000,66
1732301093.382615000,26130
1732301093.382621000,66
1732301093.382631000,21786
1732301093.382647000,66
1732301093.382650000,17442
1732301093.382660000,17442
1732301093.382661000,66
1732301093.382673000,66
1732301093.382680000,23234
1732301093.382683000,66
1732301093.382704000,24682
1732301093.382706000,66
1732301093.382723000,26130
1732301093.382732000,66
1732301093.382745000,26130
1732301093.382746000,66
1732301093.382774000,13098
1732301093.382774000,66
1732301093.382792000,42058
1732301093.382793000,66
1732301093.382820000,15842
1732301093.382833000,66
1732301093.382844000,66
1732301093.420530000,114
1732301093.420784000,36266
1732301093.420839000,29026
1732301093.420848000,66
1732301093.420870000,63778
1732301093.420897000,66
1732301093.420905000,1514
1732301093.420905000,49298
1732301093.420930000,66
1732301093.420935000,15994
1732301093.420953000,40610
1732301093.420957000,66
1732301093.420969000,66
1732301093.420978000,24682
1732301093.420989000,66
1732301093.420996000,26130
1732301093.421004000,66
1732301093.421018000,24682
1732301093.421018000,66
1732301093.421039000,14546
1732301093.421047000,66
1732301093.421051000,24682
1732301093.421058000,66
1732301093.421073000,26130
1732301093.421073000,66
1732301093.421093000,14546
1732301093.421101000,66
1732301093.421105000,23234
1732301093.421112000,66
1732301093.421124000,23234
1732301093.421125000,66
1732301093.421147000,18890
1732301093.421151000,66
1732301093.421160000,21786
1732301093.421165000,66
1732301093.421178000,66
1732301093.421181000,26130
1732301093.421204000,17442
1732301093.421210000,66
1732301093.421216000,23234
1732301093.421221000,66
1732301093.421236000,66
1732301093.421237000,24682
1732301093.421266000,17442
1732301093.421274000,66
1732301093.421284000,37714
1732301093.421286000,66
1732301093.421312000,27578
1732301093.421321000,66
1732301093.421328000,24682
1732301093.421337000,66
1732301093.421352000,66
1732301093.421436000,57986
1732301093.421473000,7306
1732301093.421473000,36266
1732301093.421487000,66
1732301093.421513000,29026
1732301093.421514000,66
1732301093.421545000,66
1732301093.421550000,60882
1732301093.421588000,4410
1732301093.421588000,40610
1732301093.421603000,66
1732301093.421629000,66
1732301093.421629000,24682
1732301093.421657000,66
1732301093.421660000,60882
1732301093.421704000,4410
1732301093.421704000,46402
1732301093.421713000,66
1732301093.421740000,18890
1732301093.421752000,66
1732301093.421758000,44954
1732301093.421764000,66
1732301093.421792000,20338
1732301093.421800000,66
1732301093.421812000,43506
1732301093.421813000,66
1732301093.421840000,21786
1732301093.421851000,66
1732301093.421857000,30474
1732301093.421865000,66
1732301093.421881000,66
1732301093.421897000,34818
1732301093.421921000,40610
1732301093.421952000,66
1732301093.421966000,24682
1732301093.421973000,66
1732301093.421980000,24682
1732301093.421987000,66
1732301093.421996000,39162
1732301093.422001000,66
1732301093.422024000,26130
1732301093.422034000,66
1732301093.422039000,24682
1732301093.422049000,66
1732301093.422063000,66
1732301093.422082000,40610
1732301093.422113000,46402
1732301093.422120000,66
1732301093.422141000,18890
1732301093.422154000,66
1732301093.422158000,33370
1732301093.422167000,66
1732301093.422185000,66
1732301093.422200000,24530
1732301093.422225000,66
1732301093.491739000,114
1732301093.491810000,66
1732301093.548520000,114
1732301093.548622000,66
1732301093.597664000,114
1732301093.597726000,66
1732301093.646014000,114
1732301093.646106000,66
1732301095.463744000,114
1732301095.464024000,7306
1732301095.464024000,7306
1732301095.464074000,66
1732301095.464109000,66
1732301095.464724000,14546
1732301095.464751000,66
1732301095.464781000,14546
1732301095.464797000,66
1732301095.465069000,20338
1732301095.465086000,66
1732301095.465113000,8754
1732301095.465113000,7306
1732301095.465132000,66
1732301095.465156000,21786
1732301095.465156000,66
1732301095.465180000,66
1732301095.465201000,39162
1732301095.465232000,66
1732301095.465248000,4410
1732301095.465248000,11650
1732301095.465280000,66
1732301095.465308000,2962
1732301095.465308000,50746
1732301095.465346000,66
1732301095.465356000,66
1732301095.465385000,7306
1732301095.465385000,31922
1732301095.465415000,66
1732301095.465431000,66
1732301095.465439000,26130
1732301095.465470000,66
1732301095.465476000,20338
1732301095.465500000,66
1732301095.465517000,31922
1732301095.465541000,66
1732301095.465556000,13098
1732301095.465568000,1514
1732301095.465591000,66
1732301095.465617000,63778
1732301095.465683000,29026
1732301095.465724000,36266
1732301095.465727000,66
1732301095.465765000,66
1732301095.465780000,56538
1732301095.465803000,66
1732301095.465876000,8754
1732301095.465881000,66
1732301095.465876000,65226
1732301095.465961000,18890
1732301095.466020000,46402
1732301095.466021000,66
1732301095.466061000,66
1732301095.466097000,46402
1732301095.466118000,66
1732301095.466149000,18890
1732301095.466191000,66
1732301095.466199000,65226
1732301095.466218000,66
1732301095.466248000,8754
1732301095.466297000,56538
1732301095.466315000,66
1732301095.466336000,66
1732301095.466353000,36266
1732301095.466392000,66
1732301095.466399000,29026
1732301095.466434000,66
1732301095.466456000,63778
1732301095.466467000,66
1732301095.466568000,66
1732301095.466567000,1514
1732301095.466568000,65226
1732301095.466635000,26130
1732301095.466679000,39162
1732301095.466685000,66
1732301095.466720000,66
1732301095.466732000,53642
1732301095.466760000,66
1732301095.466777000,11650
1732301095.466820000,66
1732301095.466824000,65226
1732301095.466840000,66
1732301095.466887000,15994
1732301095.466938000,66
1732301095.466938000,49298
1732301095.466964000,66
1732301095.467005000,43506
1732301095.467018000,66
1732301095.467055000,21786
1732301095.467092000,66
1732301095.467111000,65226
1732301095.467126000,66
1732301095.467158000,5858
1732301095.467213000,59434
1732301095.467225000,66
1732301095.467241000,66
1732301095.467274000,33370
1732301095.467316000,31922
1732301095.467317000,66
1732301095.467354000,66
1732301095.467355000,27426
1732301095.467388000,66
1732301095.467419000,66
1732301095.509888000,114
1732301095.510132000,29026
1732301095.510185000,36266
1732301095.510188000,66
1732301095.510222000,56538
1732301095.510238000,66
1732301095.510267000,8754
1732301095.510267000,56538
1732301095.510274000,66
1732301095.510324000,8754
1732301095.510324000,57986
1732301095.510334000,66
1732301095.510376000,7306
1732301095.510376000,53642
1732301095.510389000,66
1732301095.510410000,11650
1732301095.510435000,66
1732301095.510435000,59434
1732301095.510446000,66
1732301095.510492000,66
1732301095.510502000,5858
1732301095.510502000,65226
1732301095.510552000,21786
1732301095.510577000,43506
1732301095.510584000,66
1732301095.510602000,66
1732301095.510612000,49298
1732301095.510633000,66
1732301095.510638000,15994
1732301095.510662000,65226
1732301095.510665000,66
1732301095.510678000,66
1732301095.510689000,11650
1732301095.510701000,7306
1732301095.510724000,66
1732301095.510739000,66
1732301095.510893000,7306
1732301095.510910000,66
1732301095.510914000,24682
1732301095.510944000,66
1732301095.510946000,33370
1732301095.510971000,33370
1732301095.510985000,66
1732301095.510999000,31922
1732301095.511006000,66
1732301095.511023000,30474
1732301095.511035000,66
1732301095.511054000,34818
1732301095.511055000,66
1732301095.511074000,24682
1732301095.511092000,66
1732301095.511101000,31922
1732301095.511108000,66
1732301095.511129000,8754
1732301095.511129000,23234
1732301095.511136000,66
1732301095.511163000,40610
1732301095.511166000,66
1732301095.511200000,1514
1732301095.511200000,42058
1732301095.511207000,66
1732301095.511268000,23234
1732301095.511275000,66
1732301095.511291000,66
1732301095.511293000,65226
1732301095.511318000,4410
1732301095.511343000,60882
1732301095.511356000,66
1732301095.511378000,31922
1732301095.511402000,33370
1732301095.511404000,66
1732301095.511425000,66
1732301095.511437000,59434
1732301095.511447000,66
1732301095.511467000,5858
1732301095.511467000,18890
1732301095.511491000,39162
1732301095.511497000,66
1732301095.511514000,66
1732301095.511522000,26130
1732301095.511536000,66
1732301095.511543000,34818
1732301095.511553000,66
1732301095.511574000,30474
1732301095.511583000,66
1732301095.511597000,31922
1732301095.511604000,66
1732301095.511625000,33370
1732301095.511633000,66
1732301095.511650000,24682
1732301095.511663000,66
1732301095.511667000,26130
1732301095.511680000,66
1732301095.511686000,5858
1732301095.511686000,8754
1732301095.511695000,4258
1732301095.511696000,66
1732301095.511709000,66
1732301095.550128000,114
1732301095.550367000,20338
1732301095.550413000,44954
1732301095.550416000,66
1732301095.550444000,47850
1732301095.550458000,66
1732301095.550470000,17442
1732301095.550484000,66
1732301095.550494000,39162
1732301095.550496000,66
1732301095.550523000,26130
1732301095.550534000,66
1732301095.550541000,30474
1732301095.550550000,66
1732301095.550565000,29026
1732301095.550567000,66
1732301095.550596000,5858
1732301095.550598000,66
1732301095.550596000,29026
1732301095.550633000,36266
1732301095.550637000,66
1732301095.550658000,37714
1732301095.550671000,66
1732301095.550688000,27578
1732301095.550696000,66
1732301095.550716000,40610
1732301095.550717000,66
1732301095.550748000,24682
1732301095.550761000,66
1732301095.550768000,36266
1732301095.550778000,66
1732301095.550798000,29026
1732301095.550800000,66
1732301095.550819000,30474
1732301095.550829000,66
1732301095.550845000,31922
1732301095.550858000,66
1732301095.550870000,2962
1732301095.550870000,26130
1732301095.550875000,66
1732301095.550901000,66
1732301095.550906000,39162
1732301095.550929000,18890
1732301095.550948000,66
1732301095.550961000,66
1732301095.551047000,7306
1732301095.551062000,66
1732301095.551093000,53642
1732301095.551130000,4410
1732301095.551130000,39162
1732301095.551142000,66
1732301095.551151000,66
1732301095.551165000,26130
1732301095.551172000,66
1732301095.551185000,39162
1732301095.551189000,66
1732301095.551215000,26130
1732301095.551225000,66
1732301095.551231000,27578
1732301095.551241000,66
1732301095.551255000,29026
1732301095.551257000,66
1732301095.551286000,66
1732301095.551306000,8754
1732301095.551306000,49298
1732301095.551341000,15994
1732301095.551358000,46402
1732301095.551358000,66
1732301095.551372000,66
1732301095.551387000,18890
1732301095.551396000,66
1732301095.551405000,36266
1732301095.551410000,66
1732301095.551439000,29026
1732301095.551441000,66
1732301095.551466000,43506
1732301095.551472000,66
1732301095.551509000,21786
1732301095.551519000,66
1732301095.551552000,65226
1732301095.551553000,66
1732301095.551575000,5858
1732301095.551595000,57986
1732301095.551610000,66
1732301095.551628000,1514
1732301095.551628000,18890
1732301095.551640000,66
1732301095.551650000,44954
1732301095.551653000,66
1732301095.551679000,20338
1732301095.551693000,66
1732301095.551694000,30474
1732301095.551706000,66
1732301095.551717000,27578
1732301095.551722000,66
1732301095.551745000,66
1732301095.551752000,7306
1732301095.551752000,33370
1732301095.551785000,31922
1732301095.551792000,66
1732301095.551810000,36266
1732301095.551820000,66
1732301095.551837000,29026
1732301095.551841000,66
1732301095.551850000,4258
1732301095.551870000,66
1732301095.589033000,114
1732301095.589262000,27578
1732301095.589309000,37714
1732301095.589314000,66
1732301095.589338000,52194
1732301095.589352000,66
1732301095.589367000,13098
1732301095.589380000,66
1732301095.589387000,44954
1732301095.589393000,66
1732301095.589416000,20338
1732301095.589432000,31922
1732301095.589435000,66
1732301095.589450000,66
1732301095.589465000,33370
1732301095.589470000,66
1732301095.589488000,33370
1732301095.589505000,66
1732301095.589516000,31922
1732301095.589527000,66
1732301095.589532000,20338
1732301095.589547000,66
1732301095.589551000,21786
1732301095.589561000,66
1732301095.589570000,21786
1732301095.589574000,66
1732301095.589591000,66
1732301095.589593000,1514
1732301095.589593000,26130
1732301095.589626000,66
1732301095.589626000,39162
1732301095.589649000,27578
1732301095.589665000,66
1732301095.589672000,26130
1732301095.589683000,66
1732301095.589694000,11650
1732301095.589697000,66
1732301095.589706000,66
1732301095.589706000,29026
1732301095.589742000,36266
1732301095.589745000,66
1732301095.589772000,40610
1732301095.589788000,66
1732301095.589800000,24682
1732301095.589810000,66
1732301095.589813000,18890
1732301095.589825000,18890
1732301095.589825000,66
1732301095.589840000,66
1732301095.589846000,24682
1732301095.589851000,66
1732301095.589874000,66
1732301095.589880000,21786
1732301095.589905000,46402
1732301095.589905000,66
1732301095.589933000,18890
1732301095.589947000,66
1732301095.589952000,37714
1732301095.589960000,66
1732301095.589979000,27578
1732301095.589989000,66
1732301095.589996000,24682
1732301095.590005000,66
1732301095.590018000,26130
1732301095.590019000,66
1732301095.590047000,66
1732301095.590056000,14546
1732301095.590076000,66
1732301095.590088000,65226
1732301095.590113000,13098
1732301095.590131000,39162
1732301095.590145000,66
1732301095.590153000,13098
1732301095.590168000,30474
1732301095.590175000,66
1732301095.590199000,66
1732301095.590203000,34818
1732301095.590222000,29026
1732301095.590237000,66
1732301095.590246000,27578
1732301095.590254000,66
1732301095.590270000,66
1732301095.590308000,8754
1732301095.590309000,65226
1732301095.590342000,18890
1732301095.590359000,40610
1732301095.590370000,66
1732301095.590387000,5858
1732301095.590387000,27578
1732301095.590401000,66
1732301095.590419000,66
1732301095.590469000,37714
1732301095.590495000,55090
1732301095.590504000,66
1732301095.590538000,10202
1732301095.590538000,65226
1732301095.590544000,66
1732301095.590570000,17442
1732301095.590590000,47850
1732301095.590601000,66
1732301095.590612000,23082
1732301095.590613000,66
1732301095.590636000,66
1732301095.590649000,66
1732301095.651330000,114
1732301095.651412000,66
1732301095.698548000,114
1732301095.698634000,66
1732301095.743509000,114
1732301095.743593000,66
1732301095.800567000,114
1732301095.800657000,66
1732301097.631452000,114
1732301097.631767000,7306
1732301097.631767000,7306
1732301097.631816000,66
1732301097.631832000,66
1732301097.632439000,14546
1732301097.632465000,66
1732301097.632496000,14546
1732301097.632513000,66
1732301097.632861000,29026
1732301097.632895000,66
1732301097.632938000,7306
1732301097.632938000,21786
1732301097.632968000,66
1732301097.633002000,43506
1732301097.633019000,66
1732301097.633050000,14546
1732301097.633063000,66
1732301097.633073000,66
1732301097.633092000,34818
1732301097.633128000,15994
1732301097.633134000,66
1732301097.633149000,66
1732301097.633188000,27578
1732301097.633207000,7306
1732301097.633207000,57986
1732301097.633213000,78
1732301097.633244000,29026
1732301097.633265000,78
1732301097.633275000,78
1732301097.633288000,78
1732301097.633295000,1514
1732301097.633303000,7306
1732301097.633303000,29026
1732301097.633352000,33370
1732301097.633359000,66
1732301097.633415000,2962
1732301097.633415000,56538
1732301097.633457000,66
1732301097.633506000,8754
1732301097.633506000,65226
1732301097.633550000,66
1732301097.633578000,18890
1732301097.633628000,46402
1732301097.633634000,66
1732301097.633664000,66
1732301097.633687000,46402
1732301097.633712000,66
1732301097.633741000,26130
1732301097.633763000,66
1732301097.633771000,18890
1732301097.633771000,78
1732301097.633794000,78
1732301097.633839000,65226
1732301097.633885000,78
1732301097.633895000,8754
1732301097.633916000,15994
1732301097.633957000,78
1732301097.633967000,78
1732301097.633970000,65226
1732301097.634014000,78
1732301097.634027000,11650
1732301097.634038000,78
1732301097.634088000,56538
1732301097.634135000,78
1732301097.634161000,36266
1732301097.634198000,78
1732301097.634219000,53642
1732301097.634256000,78
1732301097.634283000,39162
1732301097.634311000,78
1732301097.634331000,29026
1732301097.634355000,78
1732301097.634380000,23234
1732301097.634406000,66
1732301097.634431000,26130
1732301097.634496000,65226
1732301097.634541000,1514
1732301097.634592000,63778
1732301097.634628000,66
1732301097.634650000,18890
1732301097.634669000,10202
1732301097.634721000,55090
1732301097.634772000,66
1732301097.634779000,78
1732301097.634779000,37714
1732301097.634787000,66
1732301097.634793000,66
1732301097.634841000,27578
1732301097.634859000,66
1732301097.634872000,66
1732301097.634918000,65226
1732301097.634965000,66
1732301097.634983000,13098
1732301097.635005000,11650
1732301097.635044000,78
1732301097.635051000,65226
1732301097.635095000,66
1732301097.635104000,2962
1732301097.635111000,66
1732301097.635163000,62330
1732301097.635208000,66
1732301097.635236000,27426
1732301097.635286000,66
1732301097.677966000,114
1732301097.678268000,49298
1732301097.678322000,66
1732301097.678339000,15994
1732301097.678349000,66
1732301097.678363000,39162
1732301097.678391000,26130
1732301097.678402000,66
1732301097.678413000,66
1732301097.678503000,10202
1732301097.678510000,66
1732301097.678523000,13098
1732301097.678531000,66
1732301097.678544000,36266
1732301097.678569000,66
1732301097.678597000,5858
1732301097.678619000,66
1732301097.678636000,18890
1732301097.678647000,66
1732301097.678682000,46402
1732301097.678703000,66
1732301097.678708000,2962
1732301097.678713000,66
1732301097.678737000,34818
1732301097.678754000,66
1732301097.678780000,27578
1732301097.678797000,13098
1732301097.678816000,23234
1732301097.678821000,66
1732301097.678847000,29026
1732301097.678854000,66
1732301097.678882000,66
1732301097.678905000,23234
1732301097.678942000,66
1732301097.678949000,42058
1732301097.679001000,39162
1732301097.679006000,66
1732301097.679036000,26130
1732301097.679053000,66
1732301097.679068000,21786
1732301097.679078000,66
1732301097.679097000,66
1732301097.679110000,43506
1732301097.679165000,66
1732301097.679180000,13098
1732301097.679208000,66
1732301097.679235000,52194
1732301097.679298000,66
1732301097.679370000,18890
1732301097.679402000,66
1732301097.679789000,15994
1732301097.679821000,66
1732301097.679854000,49298
1732301097.679887000,43506
1732301097.679910000,21786
1732301097.679921000,66
1732301097.679947000,65226
1732301097.679967000,66
1732301097.679978000,5858
1732301097.680004000,59434
1732301097.680019000,66
1732301097.680032000,66
1732301097.680039000,33370
1732301097.680063000,31922
1732301097.680073000,66
1732301097.680095000,49298
1732301097.680124000,66
1732301097.680129000,15994
1732301097.680158000,57986
1732301097.680166000,66
1732301097.680185000,66
1732301097.680204000,7306
1732301097.680204000,46402
1732301097.680227000,66
1732301097.680241000,18890
1732301097.680267000,55090
1732301097.680267000,66
1732301097.680287000,66
1732301097.680314000,10202
1732301097.680314000,44954
1732301097.680338000,66
1732301097.680357000,20338
1732301097.680373000,18890
1732301097.680380000,66
1732301097.680411000,66
1732301097.680481000,13098
1732301097.680513000,66
1732301097.680529000,52194
1732301097.680562000,40610
1732301097.680586000,24682
1732301097.680592000,66
1732301097.680606000,30474
1732301097.680636000,34818
1732301097.680640000,66
1732301097.680655000,21786
1732301097.680667000,66
1732301097.680682000,31922
1732301097.680703000,11650
1732301097.680707000,66
1732301097.680709000,4258
1732301097.680746000,66
1732301097.719578000,114
1732301097.719839000,31922
1732301097.719885000,33370
1732301097.719895000,66
1732301097.719925000,13098
1732301097.719939000,66
1732301097.719947000,26130
1732301097.719950000,66
1732301097.719978000,26130
1732301097.719982000,66
1732301097.720009000,66
1732301097.720067000,7306
1732301097.720083000,66
1732301097.720106000,46402
1732301097.720131000,11650
1732301097.720155000,66
1732301097.720167000,66
1732301097.720200000,7306
1732301097.720216000,66
1732301097.720243000,52194
1732301097.720273000,5858
1732301097.720312000,66
1732301097.720338000,65226
1732301097.720362000,2962
1732301097.720377000,17442
1732301097.720399000,66
1732301097.720413000,66
1732301097.720426000,44954
1732301097.720444000,5858
1732301097.720466000,24682
1732301097.720472000,66
1732301097.720488000,66
1732301097.720509000,34818
1732301097.720545000,66
1732301097.720557000,2962
1732301097.720569000,66
1732301097.720622000,62330
1732301097.720678000,66
1732301097.720711000,8754
1732301097.720728000,66
1732301097.720736000,29026
1732301097.720760000,27578
1732301097.720767000,66
1732301097.720785000,66
1732301097.720858000,8754
1732301097.720874000,66
1732301097.720898000,46402
1732301097.720924000,10202
1732301097.720941000,66
1732301097.720951000,66
1732301097.721028000,18890
1732301097.721051000,66
1732301097.721514000,8754
1732301097.721562000,66
1732301097.721567000,56538
1732301097.721597000,36266
1732301097.721619000,66
1732301097.721618000,29026
1732301097.721647000,34818
1732301097.721651000,66
1732301097.721667000,66
1732301097.721676000,30474
1732301097.721687000,66
1732301097.721695000,26130
1732301097.721706000,66
1732301097.721720000,30474
1732301097.721722000,66
1732301097.721752000,8754
1732301097.721755000,66
1732301097.721752000,29026
1732301097.721788000,36266
1732301097.721795000,66
1732301097.721815000,36266
1732301097.721825000,66
1732301097.721844000,29026
1732301097.721848000,66
1732301097.721863000,27578
1732301097.721876000,66
1732301097.721884000,26130
1732301097.721892000,66
1732301097.721912000,11650
1732301097.721916000,66
1732301097.721925000,66
1732301097.721928000,39162
1732301097.721960000,26130
1732301097.721970000,66
1732301097.721976000,30474
1732301097.721986000,66
1732301097.722002000,66
1732301097.722003000,31922
1732301097.722036000,66
1732301097.722043000,2962
1732301097.722043000,43506
1732301097.722084000,21786
1732301097.722098000,21786
1732301097.722109000,66
1732301097.722143000,66
1732301097.722359000,7306
1732301097.722381000,66
1732301097.722418000,57986
1732301097.722449000,34818
1732301097.722467000,30474
1732301097.722482000,66
1732301097.722485000,24682
1732301097.722508000,27578
1732301097.722525000,13098
1732301097.722527000,66
1732301097.722533000,17442
1732301097.722561000,31922
1732301097.722571000,66
1732301097.722582000,15994
1732301097.722587000,1362
1732301097.722608000,66
1732301097.722626000,66
1732301097.760172000,114
1732301097.760439000,65226
1732301097.760511000,27578
1732301097.760542000,66
1732301097.760545000,37714
1732301097.760578000,55090
1732301097.760628000,10202
1732301097.760628000,65226
1732301097.760646000,66
1732301097.760666000,17442
1732301097.760698000,47850
1732301097.760704000,66
1732301097.760717000,66
1732301097.760731000,44954
1732301097.760741000,66
1732301097.760758000,20338
1732301097.760776000,66
1732301097.760790000,66
1732301097.760793000,65226
1732301097.760828000,7306
1732301097.760855000,57986
1732301097.760877000,66
1732301097.760892000,34818
1732301097.760917000,30474
1732301097.760932000,66
1732301097.760960000,62330
1732301097.760975000,66
1732301097.760996000,2962
1732301097.760996000,23234
1732301097.761021000,66
1732301097.761035000,65226
1732301097.761042000,66
1732301097.761059000,1514
1732301097.761093000,63778
1732301097.761108000,66
1732301097.761124000,29026
1732301097.761151000,36266
1732301097.761152000,66
1732301097.761178000,66
1732301097.761184000,56538
1732301097.761205000,66
1732301097.761242000,8754
1732301097.761242000,65226
1732301097.761247000,66
1732301097.761278000,18890
1732301097.761307000,46402
1732301097.761319000,66
1732301097.761340000,46402
1732301097.761363000,66
1732301097.761364000,18890
1732301097.761396000,66
1732301097.761397000,65226
1732301097.761414000,66
1732301097.761423000,8754
1732301097.761452000,56538
1732301097.761454000,66
1732301097.761468000,66
1732301097.761486000,36266
1732301097.761503000,66
1732301097.761510000,29026
1732301097.761531000,66
1732301097.761531000,27578
1732301097.761553000,66
1732301097.761560000,34818
1732301097.761582000,66
1732301097.761603000,2962
1732301097.761603000,47850
1732301097.761607000,66
1732301097.761633000,17442
1732301097.761652000,39162
1732301097.761659000,66
1732301097.761678000,26130
1732301097.761696000,26130
1732301097.761698000,66
1732301097.761720000,27578
1732301097.761720000,66
1732301097.761739000,11650
1732301097.761742000,66
1732301097.761747000,18738
1732301097.761773000,66
1732301097.761790000,66
1732301097.818660000,114
1732301097.860390000,66
1732301097.867288000,114
1732301097.867379000,66
1732301097.924485000,114
1732301097.924572000,66
1732301097.972764000,114
1732301097.972852000,66
1732301099.802821000,114
1732301099.803111000,7306
1732301099.803111000,7306
1732301099.803154000,66
1732301099.803167000,66
1732301099.803809000,14546
1732301099.803834000,66
1732301099.803858000,14546
1732301099.803875000,66
1732301099.804204000,29026
1732301099.804238000,66
1732301099.804275000,7306
1732301099.804275000,21786
1732301099.804303000,66
1732301099.804312000,66
1732301099.804339000,34818
1732301099.804397000,8754
1732301099.804397000,14546
1732301099.804403000,66
1732301099.804427000,14546
1732301099.804434000,66
1732301099.804446000,66
1732301099.804460000,36266
1732301099.804496000,7306
1732301099.804496000,11650
1732301099.804518000,66
1732301099.804525000,66
1732301099.804532000,66
1732301099.804544000,46402
1732301099.804584000,11650
1732301099.804587000,66
1732301099.804597000,66
1732301099.804633000,34818
1732301099.804659000,66
1732301099.804677000,11650
1732301099.804699000,66
1732301099.804706000,7306
1732301099.804706000,21786
1732301099.804728000,66
1732301099.804763000,43506
1732301099.804782000,66
1732301099.804803000,8754
1732301099.804829000,20338
1732301099.804847000,66
1732301099.804854000,14546
1732301099.804878000,21786
1732301099.804884000,66
1732301099.804919000,36266
1732301099.804928000,66
1732301099.804970000,29026
1732301099.805000000,66
1732301099.805014000,29026
1732301099.805037000,66
1732301099.805047000,23234
1732301099.805070000,11650
1732301099.805073000,66
1732301099.805117000,66
1732301099.805126000,1514
1732301099.805126000,56538
1732301099.805191000,8754
1732301099.805191000,14546
1732301099.805221000,11650
1732301099.805242000,66
1732301099.805259000,2962
1732301099.805259000,36266
1732301099.805291000,66
1732301099.805321000,7306
